time,altMsl,tas,vvi,mach,ias,alpha,nx,ny,nz,x,y,z
0.000000e+00,3.028100e+02,8.222222e+01,0.000000e+00,2.424548e-01,8.103252e+01,0.000000e+00,0.000000e+00,1.000000e+00,0.000000e+00,-3.007327e+05,3.028100e+02,5.275517e+05
1.390000e-01,3.027877e+02,8.292944e+01,-3.712718e-01,2.445402e-01,8.172960e+01,8.457859e+00,6.942348e-01,6.034095e-01,3.670514e-06,-3.007224e+05,3.027858e+02,5.275517e+05
1.860000e-01,3.027665e+02,8.321195e+01,-5.106115e-01,2.453732e-01,8.200811e+01,8.555716e+00,6.923237e-01,6.167510e-01,2.772989e-07,-3.007185e+05,3.027645e+02,5.275517e+05
1.920000e-01,3.027634e+02,8.324713e+01,-5.276266e-01,2.454769e-01,8.204279e+01,8.567166e+00,6.918989e-01,6.182218e-01,-4.015828e-07,-3.007180e+05,3.027613e+02,5.275517e+05
1.970000e-01,3.027602e+02,8.328227e+01,-5.445597e-01,2.455806e-01,8.207745e+01,8.578405e+00,6.914155e-01,6.197016e-01,-1.049713e-06,-3.007176e+05,3.027586e+02,5.275517e+05
2.050000e-01,3.027569e+02,8.331739e+01,-5.614181e-01,2.456841e-01,8.211206e+01,8.589422e+00,6.908915e-01,6.210680e-01,-1.626066e-06,-3.007169e+05,3.027541e+02,5.275517e+05
2.210000e-01,3.027463e+02,8.342251e+01,-6.115741e-01,2.459940e-01,8.221569e+01,8.621067e+00,6.894758e-01,6.248001e-01,-3.133090e-06,-3.007156e+05,3.027444e+02,5.275516e+05
2.380000e-01,3.027347e+02,8.352734e+01,-6.611967e-01,2.463031e-01,8.231906e+01,8.650463e+00,6.881201e-01,6.279091e-01,-3.687773e-06,-3.007142e+05,3.027334e+02,5.275516e+05
2.550000e-01,3.027223e+02,8.363190e+01,-7.103762e-01,2.466115e-01,8.242217e+01,8.677450e+00,6.869477e-01,6.305216e-01,-2.308748e-06,-3.007127e+05,3.027215e+02,5.275516e+05
2.720000e-01,3.027088e+02,8.373629e+01,-7.591919e-01,2.469192e-01,8.252509e+01,8.701896e+00,6.859939e-01,6.326759e-01,4.693586e-07,-3.007113e+05,3.027088e+02,5.275516e+05
2.880000e-01,3.026994e+02,8.380580e+01,-7.915739e-01,2.471241e-01,8.259364e+01,8.716730e+00,6.855317e-01,6.338062e-01,3.781234e-06,-3.007100e+05,3.026962e+02,5.275516e+05
3.050000e-01,3.026844e+02,8.391003e+01,-8.399801e-01,2.474314e-01,8.269641e+01,8.736743e+00,6.852359e-01,6.350188e-01,1.266349e-05,-3.007085e+05,3.026819e+02,5.275516e+05
3.210000e-01,3.026685e+02,8.401429e+01,-8.882316e-01,2.477388e-01,8.279924e+01,8.754021e+00,6.855296e-01,6.360350e-01,2.357520e-05,-3.007072e+05,3.026677e+02,5.275516e+05
3.380000e-01,3.026517e+02,8.411871e+01,-9.363199e-01,2.480467e-01,8.290222e+01,8.768493e+00,6.864271e-01,6.370568e-01,3.657025e-05,-3.007058e+05,3.026517e+02,5.275516e+05
3.550000e-01,3.026400e+02,8.418848e+01,-9.682997e-01,2.482524e-01,8.297103e+01,8.776577e+00,6.873571e-01,6.375189e-01,4.948547e-05,-3.007043e+05,3.026352e+02,5.275516e+05
3.710000e-01,3.026217e+02,8.429343e+01,-1.016187e+00,2.485618e-01,8.307452e+01,8.786391e+00,6.892120e-01,6.379996e-01,7.395304e-05,-3.007030e+05,3.026186e+02,5.275516e+05
3.880000e-01,3.026024e+02,8.439882e+01,-1.063979e+00,2.488726e-01,8.317848e+01,8.793494e+00,6.916264e-01,6.384626e-01,9.953079e-05,-3.007016e+05,3.026003e+02,5.275516e+05
4.050000e-01,3.025822e+02,8.450478e+01,-1.111669e+00,2.491850e-01,8.328299e+01,8.797955e+00,6.946328e-01,6.388627e-01,1.285065e-04,-3.007001e+05,3.025811e+02,5.275516e+05
4.220000e-01,3.025612e+02,8.461142e+01,-1.159302e+00,2.494993e-01,8.338816e+01,8.799891e+00,6.982167e-01,6.388920e-01,1.672265e-04,-3.006987e+05,3.025612e+02,5.275516e+05
4.380000e-01,3.025466e+02,8.468295e+01,-1.191041e+00,2.497102e-01,8.345871e+01,8.799850e+00,7.008978e-01,6.388665e-01,1.941673e-04,-3.006973e+05,3.025418e+02,5.275516e+05
4.550000e-01,3.025240e+02,8.479094e+01,-1.238616e+00,2.500286e-01,8.356524e+01,8.797882e+00,7.052990e-01,6.388584e-01,2.347501e-04,-3.006959e+05,3.025203e+02,5.275516e+05
4.720000e-01,3.025005e+02,8.489985e+01,-1.286149e+00,2.503497e-01,8.367267e+01,8.793736e+00,7.100870e-01,6.387516e-01,2.816623e-04,-3.006944e+05,3.024979e+02,5.275516e+05
4.880000e-01,3.024761e+02,8.500975e+01,-1.333694e+00,2.506737e-01,8.378107e+01,8.787580e+00,7.151877e-01,6.383108e-01,3.389544e-04,-3.006931e+05,3.024761e+02,5.275516e+05
5.050000e-01,3.024594e+02,8.508360e+01,-1.365401e+00,2.508914e-01,8.385391e+01,8.782437e+00,7.187358e-01,6.380579e-01,3.747556e-04,-3.006916e+05,3.024525e+02,5.275516e+05
5.220000e-01,3.024335e+02,8.519525e+01,-1.412969e+00,2.512205e-01,8.396407e+01,8.773265e+00,7.242365e-01,6.377288e-01,4.295320e-04,-3.006902e+05,3.024278e+02,5.275516e+05
5.380000e-01,3.024067e+02,8.530802e+01,-1.460560e+00,2.515530e-01,8.407531e+01,8.762476e+00,7.298895e-01,6.371735e-01,4.971526e-04,-3.006888e+05,3.024038e+02,5.275516e+05
5.550000e-01,3.023791e+02,8.542192e+01,-1.508216e+00,2.518888e-01,8.418768e+01,8.750242e+00,7.356257e-01,6.364558e-01,5.689103e-04,-3.006874e+05,3.023775e+02,5.275516e+05
5.710000e-01,3.023601e+02,8.549850e+01,-1.540019e+00,2.521145e-01,8.426323e+01,8.741357e+00,7.394693e-01,6.360373e-01,6.143647e-04,-3.006860e+05,3.023524e+02,5.275516e+05
5.880000e-01,3.023310e+02,8.561430e+01,-1.587768e+00,2.524560e-01,8.437749e+01,8.727032e+00,7.452260e-01,6.354798e-01,6.852810e-04,-3.006846e+05,3.023246e+02,5.275516e+05
6.050000e-01,3.023010e+02,8.573127e+01,-1.635591e+00,2.528008e-01,8.449287e+01,8.711647e+00,7.509279e-01,6.347250e-01,7.676137e-04,-3.006831e+05,3.022961e+02,5.275516e+05
6.210000e-01,3.022701e+02,8.584936e+01,-1.683516e+00,2.531489e-01,8.460939e+01,8.695360e+00,7.565421e-01,6.339856e-01,8.469593e-04,-3.006817e+05,3.022684e+02,5.275516e+05
6.380000e-01,3.022383e+02,8.596856e+01,-1.731534e+00,2.535003e-01,8.472701e+01,8.678307e+00,7.620218e-01,6.333372e-01,9.249140e-04,-3.006803e+05,3.022383e+02,5.275516e+05
6.550000e-01,3.022166e+02,8.604864e+01,-1.763594e+00,2.537364e-01,8.480602e+01,8.666570e+00,7.655745e-01,6.328789e-01,9.845515e-04,-3.006788e+05,3.022078e+02,5.275516e+05
6.710000e-01,3.021833e+02,8.616964e+01,-1.811782e+00,2.540931e-01,8.492541e+01,8.648528e+00,7.707351e-01,6.320688e-01,1.078000e-03,-3.006774e+05,3.021779e+02,5.275516e+05
6.880000e-01,3.021492e+02,8.629167e+01,-1.860096e+00,2.544528e-01,8.504582e+01,8.630081e+00,7.756948e-01,6.312885e-01,1.165923e-03,-3.006760e+05,3.021455e+02,5.275516e+05
7.050000e-01,3.021142e+02,8.641470e+01,-1.908518e+00,2.548155e-01,8.516722e+01,8.611340e+00,7.804543e-01,6.306803e-01,1.254846e-03,-3.006745e+05,3.021123e+02,5.275516e+05
7.210000e-01,3.020904e+02,8.649726e+01,-1.940859e+00,2.550589e-01,8.524868e+01,8.598738e+00,7.835127e-01,6.302682e-01,1.318799e-03,-3.006731e+05,3.020807e+02,5.275516e+05
7.380000e-01,3.020540e+02,8.662186e+01,-1.989484e+00,2.554262e-01,8.537163e+01,8.579773e+00,7.879261e-01,6.295233e-01,1.417046e-03,-3.006716e+05,3.020460e+02,5.275515e+05
7.550000e-01,3.020166e+02,8.674738e+01,-2.038235e+00,2.557962e-01,8.549549e+01,8.560829e+00,7.921408e-01,6.289110e-01,1.509232e-03,-3.006702e+05,3.020105e+02,5.275515e+05
7.720000e-01,3.019784e+02,8.687376e+01,-2.087088e+00,2.561687e-01,8.562019e+01,8.541999e+00,7.961626e-01,6.284744e-01,1.604904e-03,-3.006687e+05,3.019743e+02,5.275515e+05
7.880000e-01,3.019393e+02,8.700095e+01,-2.136052e+00,2.565437e-01,8.574572e+01,8.523387e+00,7.999977e-01,6.279368e-01,1.706937e-03,-3.006673e+05,3.019393e+02,5.275515e+05
8.050000e-01,3.019128e+02,8.708620e+01,-2.168760e+00,2.567950e-01,8.582985e+01,8.511151e+00,8.024648e-01,6.276057e-01,1.770267e-03,-3.006658e+05,3.019020e+02,5.275515e+05
8.210000e-01,3.018723e+02,8.721471e+01,-2.217906e+00,2.571738e-01,8.595668e+01,8.493121e+00,8.060479e-01,6.272467e-01,1.863595e-03,-3.006644e+05,3.018656e+02,5.275515e+05
8.380000e-01,3.018308e+02,8.734398e+01,-2.267126e+00,2.575549e-01,8.608425e+01,8.475538e+00,8.095056e-01,6.270092e-01,1.963805e-03,-3.006629e+05,3.018263e+02,5.275515e+05
8.550000e-01,3.017885e+02,8.747397e+01,-2.316427e+00,2.579381e-01,8.621253e+01,8.458491e+00,8.128558e-01,6.267192e-01,2.063209e-03,-3.006615e+05,3.017862e+02,5.275515e+05
8.710000e-01,3.017599e+02,8.756103e+01,-2.349336e+00,2.581947e-01,8.629846e+01,8.447463e+00,8.150448e-01,6.265848e-01,2.125880e-03,-3.006601e+05,3.017481e+02,5.275515e+05
8.880000e-01,3.017161e+02,8.769219e+01,-2.398739e+00,2.585813e-01,8.642792e+01,8.431474e+00,8.182836e-01,6.265801e-01,2.218910e-03,-3.006586e+05,3.017065e+02,5.275515e+05
9.050000e-01,3.016715e+02,8.782406e+01,-2.448165e+00,2.589700e-01,8.655806e+01,8.416194e+00,8.214867e-01,6.266429e-01,2.315152e-03,-3.006571e+05,3.016642e+02,5.275515e+05
9.220000e-01,3.016260e+02,8.795659e+01,-2.497614e+00,2.593607e-01,8.668889e+01,8.401690e+00,8.246802e-01,6.267429e-01,2.406593e-03,-3.006556e+05,3.016210e+02,5.275515e+05
9.380000e-01,3.015797e+02,8.808981e+01,-2.547070e+00,2.597534e-01,8.682038e+01,8.388023e+00,8.278873e-01,6.269737e-01,2.494188e-03,-3.006542e+05,3.015797e+02,5.275515e+05
9.550000e-01,3.015483e+02,8.817899e+01,-2.580020e+00,2.600163e-01,8.690841e+01,8.379393e+00,8.300426e-01,6.272764e-01,2.553484e-03,-3.006527e+05,3.015354e+02,5.275515e+05
9.710000e-01,3.015005e+02,8.831332e+01,-2.629406e+00,2.604122e-01,8.704100e+01,8.367199e+00,8.333077e-01,6.277176e-01,2.641240e-03,-3.006513e+05,3.014926e+02,5.275515e+05
9.880000e-01,3.014518e+02,8.844835e+01,-2.678739e+00,2.608102e-01,8.717428e+01,8.355952e+00,8.366251e-01,6.281869e-01,2.723649e-03,-3.006498e+05,3.014464e+02,5.275515e+05
1.005000e+00,3.014023e+02,8.858406e+01,-2.727988e+00,2.612103e-01,8.730824e+01,8.345692e+00,8.400095e-01,6.289057e-01,2.802560e-03,-3.006483e+05,3.013995e+02,5.275515e+05
1.021000e+00,3.013688e+02,8.867490e+01,-2.760751e+00,2.614780e-01,8.739792e+01,8.339402e+00,8.423052e-01,6.294904e-01,2.854093e-03,-3.006468e+05,3.013550e+02,5.275515e+05
1.038000e+00,3.013178e+02,8.881176e+01,-2.809785e+00,2.618815e-01,8.753303e+01,8.330826e+00,8.458092e-01,6.303485e-01,2.928523e-03,-3.006453e+05,3.013066e+02,5.275515e+05
1.055000e+00,3.012660e+02,8.894933e+01,-2.858675e+00,2.622869e-01,8.766884e+01,8.323304e+00,8.493940e-01,6.313083e-01,2.998595e-03,-3.006438e+05,3.012574e+02,5.275515e+05
1.071000e+00,3.012133e+02,8.908759e+01,-2.907378e+00,2.626945e-01,8.780534e+01,8.316850e+00,8.530647e-01,6.325491e-01,3.064110e-03,-3.006424e+05,3.012104e+02,5.275515e+05
1.088000e+00,3.011598e+02,8.922659e+01,-2.955860e+00,2.631042e-01,8.794256e+01,8.311466e+00,8.568138e-01,6.338670e-01,3.125215e-03,-3.006409e+05,3.011598e+02,5.275515e+05
1.105000e+00,3.011237e+02,8.931966e+01,-2.988056e+00,2.633785e-01,8.803444e+01,8.308481e+00,8.593550e-01,6.347492e-01,3.164245e-03,-3.006394e+05,3.011087e+02,5.275515e+05
1.121000e+00,3.010688e+02,8.945986e+01,-3.036142e+00,2.637918e-01,8.817286e+01,8.304929e+00,8.632287e-01,6.362074e-01,3.219410e-03,-3.006379e+05,3.010597e+02,5.275515e+05
1.138000e+00,3.010130e+02,8.960079e+01,-3.083934e+00,2.642072e-01,8.831200e+01,8.302469e+00,8.671745e-01,6.379575e-01,3.266660e-03,-3.006364e+05,3.010069e+02,5.275515e+05
1.155000e+00,3.009565e+02,8.974247e+01,-3.131407e+00,2.646248e-01,8.845188e+01,8.301102e+00,8.711782e-01,6.397339e-01,3.309119e-03,-3.006349e+05,3.009533e+02,5.275515e+05
1.171000e+00,3.009183e+02,8.983733e+01,-3.162876e+00,2.649044e-01,8.854555e+01,8.300801e+00,8.738760e-01,6.409494e-01,3.336201e-03,-3.006334e+05,3.009025e+02,5.275515e+05
1.188000e+00,3.008604e+02,8.998025e+01,-3.209783e+00,2.653256e-01,8.868665e+01,8.301266e+00,8.779632e-01,6.429710e-01,3.371962e-03,-3.006319e+05,3.008475e+02,5.275515e+05
1.205000e+00,3.008016e+02,9.012391e+01,-3.256291e+00,2.657491e-01,8.882850e+01,8.302806e+00,8.820891e-01,6.451932e-01,3.398183e-03,-3.006304e+05,3.007918e+02,5.275515e+05
1.222000e+00,3.007421e+02,9.026831e+01,-3.302386e+00,2.661747e-01,8.897108e+01,8.305410e+00,8.862417e-01,6.474405e-01,3.422543e-03,-3.006289e+05,3.007355e+02,5.275515e+05
1.238000e+00,3.006817e+02,9.041344e+01,-3.348055e+00,2.666025e-01,8.911440e+01,8.309080e+00,8.904182e-01,6.497829e-01,3.443717e-03,-3.006274e+05,3.006817e+02,5.275515e+05
1.255000e+00,3.006411e+02,9.051061e+01,-3.378240e+00,2.668889e-01,8.921034e+01,8.312104e+00,8.932180e-01,6.515437e-01,3.449713e-03,-3.006259e+05,3.006242e+02,5.275515e+05
1.272000e+00,3.005794e+02,9.065697e+01,-3.423100e+00,2.673202e-01,8.935486e+01,8.317483e+00,8.974294e-01,6.542518e-01,3.477616e-03,-3.006243e+05,3.005657e+02,5.275514e+05
1.288000e+00,3.005170e+02,9.080406e+01,-3.467454e+00,2.677538e-01,8.950011e+01,8.323849e+00,9.016441e-01,6.569301e-01,3.538048e-03,-3.006229e+05,3.005101e+02,5.275514e+05
1.305000e+00,3.004538e+02,9.095188e+01,-3.511289e+00,2.681894e-01,8.964607e+01,8.331171e+00,9.058616e-01,6.597502e-01,3.619723e-03,-3.006213e+05,3.004503e+02,5.275514e+05
1.322000e+00,3.003899e+02,9.110040e+01,-3.554578e+00,2.686272e-01,8.979274e+01,8.339401e+00,9.100700e-01,6.626095e-01,3.765647e-03,-3.006198e+05,3.003899e+02,5.275514e+05
1.338000e+00,3.003469e+02,9.119981e+01,-3.583145e+00,2.689202e-01,8.989092e+01,8.345379e+00,9.128655e-01,6.644315e-01,3.893321e-03,-3.006183e+05,3.003325e+02,5.275514e+05
1.355000e+00,3.002817e+02,9.134953e+01,-3.625580e+00,2.693614e-01,9.003876e+01,8.355074e+00,9.170256e-01,6.670253e-01,4.117564e-03,-3.006168e+05,3.002708e+02,5.275514e+05
1.372000e+00,3.002158e+02,9.149994e+01,-3.667520e+00,2.698048e-01,9.018731e+01,8.365628e+00,9.211455e-01,6.695549e-01,4.409832e-03,-3.006152e+05,3.002084e+02,5.275514e+05
1.388000e+00,3.001491e+02,9.165105e+01,-3.709108e+00,2.702501e-01,9.033654e+01,8.377102e+00,9.251009e-01,6.709161e-01,5.000383e-03,-3.006138e+05,3.001492e+02,5.275514e+05
1.405000e+00,3.001043e+02,9.175217e+01,-3.736720e+00,2.705482e-01,9.043642e+01,8.385328e+00,9.277071e-01,6.713944e-01,5.434003e-03,-3.006122e+05,3.000856e+02,5.275514e+05
1.422000e+00,3.000365e+02,9.190446e+01,-3.778032e+00,2.709970e-01,9.058679e+01,8.398651e+00,9.316038e-01,6.718953e-01,6.018172e-03,-3.006106e+05,3.000214e+02,5.275514e+05
1.438000e+00,2.999680e+02,9.205743e+01,-3.819232e+00,2.714478e-01,9.073787e+01,8.413322e+00,9.354427e-01,6.718616e-01,6.631839e-03,-3.006092e+05,2.999603e+02,5.275514e+05
1.455000e+00,2.998987e+02,9.221111e+01,-3.860549e+00,2.719008e-01,9.088965e+01,8.429717e+00,9.391689e-01,6.704246e-01,7.313669e-03,-3.006076e+05,2.998949e+02,5.275514e+05
1.471000e+00,2.998522e+02,9.231396e+01,-3.888215e+00,2.722039e-01,9.099124e+01,8.441814e+00,9.416598e-01,6.692637e-01,7.717238e-03,-3.006061e+05,2.998328e+02,5.275514e+05
1.488000e+00,2.997818e+02,9.246883e+01,-3.929850e+00,2.726604e-01,9.114422e+01,8.462000e+00,9.454653e-01,6.681557e-01,8.254695e-03,-3.006046e+05,2.997661e+02,5.275514e+05
1.505000e+00,2.997107e+02,9.262444e+01,-3.971670e+00,2.731190e-01,9.129789e+01,8.485026e+00,9.492620e-01,6.661368e-01,8.779216e-03,-3.006030e+05,2.996988e+02,5.275514e+05
1.521000e+00,2.996389e+02,9.278075e+01,-4.013869e+00,2.735797e-01,9.145228e+01,8.511558e+00,9.530205e-01,6.636686e-01,9.206469e-03,-3.006015e+05,2.996349e+02,5.275514e+05
1.538000e+00,2.995665e+02,9.293778e+01,-4.056384e+00,2.740425e-01,9.160740e+01,8.542196e+00,9.568243e-01,6.618227e-01,9.594716e-03,-3.005999e+05,2.995665e+02,5.275514e+05
1.555000e+00,2.995179e+02,9.304286e+01,-4.084765e+00,2.743522e-01,9.171118e+01,8.565124e+00,9.594522e-01,6.612936e-01,9.840822e-03,-3.005984e+05,2.994974e+02,5.275514e+05
1.571000e+00,2.994443e+02,9.320105e+01,-4.127402e+00,2.748184e-01,9.186743e+01,8.603707e+00,9.633769e-01,6.600809e-01,1.009972e-02,-3.005969e+05,2.994319e+02,5.275514e+05
1.588000e+00,2.993701e+02,9.335991e+01,-4.170052e+00,2.752866e-01,9.202434e+01,8.647856e+00,9.673401e-01,6.595079e-01,1.029808e-02,-3.005953e+05,2.993618e+02,5.275514e+05
1.605000e+00,2.992953e+02,9.351940e+01,-4.212392e+00,2.757566e-01,9.218189e+01,8.698003e+00,9.714591e-01,6.612794e-01,1.048899e-02,-3.005937e+05,2.992911e+02,5.275514e+05
1.621000e+00,2.992451e+02,9.362605e+01,-4.240239e+00,2.760710e-01,9.228725e+01,8.734885e+00,9.743074e-01,6.634667e-01,1.059557e-02,-3.005922e+05,2.992239e+02,5.275514e+05
1.638000e+00,2.991693e+02,9.378652e+01,-4.281309e+00,2.765439e-01,9.244575e+01,8.795611e+00,9.786786e-01,6.673877e-01,1.066175e-02,-3.005906e+05,2.991522e+02,5.275514e+05
1.655000e+00,2.990929e+02,9.394753e+01,-4.321322e+00,2.770184e-01,9.260480e+01,8.863029e+00,9.831347e-01,6.727430e-01,1.071078e-02,-3.005890e+05,2.990800e+02,5.275514e+05
1.672000e+00,2.990160e+02,9.410902e+01,-4.359887e+00,2.774943e-01,9.276433e+01,8.937208e+00,9.878101e-01,6.805750e-01,1.078133e-02,-3.005874e+05,2.990073e+02,5.275514e+05
1.688000e+00,2.989386e+02,9.427096e+01,-4.396549e+00,2.779716e-01,9.292430e+01,9.018025e+00,9.927534e-01,6.905131e-01,1.073984e-02,-3.005859e+05,2.989386e+02,5.275514e+05
1.705000e+00,2.988867e+02,9.437916e+01,-4.419806e+00,2.782905e-01,9.303118e+01,9.075528e+00,9.960788e-01,6.976593e-01,1.069579e-02,-3.005843e+05,2.988646e+02,5.275514e+05
1.722000e+00,2.988086e+02,9.454175e+01,-4.452740e+00,2.787696e-01,9.319180e+01,9.167105e+00,1.001147e+00,7.094721e-01,1.065667e-02,-3.005827e+05,2.987907e+02,5.275514e+05
1.738000e+00,2.987300e+02,9.470467e+01,-4.482994e+00,2.792498e-01,9.335275e+01,9.264776e+00,1.006460e+00,7.237379e-01,1.060673e-02,-3.005812e+05,2.987210e+02,5.275514e+05
1.755000e+00,2.986511e+02,9.486784e+01,-4.510231e+00,2.797307e-01,9.351397e+01,9.368103e+00,1.011894e+00,7.392182e-01,1.053408e-02,-3.005796e+05,2.986465e+02,5.275514e+05
1.771000e+00,2.985983e+02,9.497678e+01,-4.526671e+00,2.800517e-01,9.362157e+01,9.439954e+00,1.015511e+00,7.496382e-01,1.050924e-02,-3.005781e+05,2.985756e+02,5.275514e+05
1.788000e+00,2.985189e+02,9.514032e+01,-4.548672e+00,2.805337e-01,9.378315e+01,9.551910e+00,1.020984e+00,7.658466e-01,1.049194e-02,-3.005764e+05,2.985007e+02,5.275514e+05
1.805000e+00,2.984392e+02,9.530404e+01,-4.567248e+00,2.810162e-01,9.394489e+01,9.668453e+00,1.026590e+00,7.833590e-01,1.046108e-02,-3.005748e+05,2.984255e+02,5.275514e+05
1.821000e+00,2.983594e+02,9.546786e+01,-4.582297e+00,2.814990e-01,9.410675e+01,9.789113e+00,1.032177e+00,8.007798e-01,1.047469e-02,-3.005733e+05,2.983549e+02,5.275514e+05
1.838000e+00,2.982795e+02,9.563179e+01,-4.593846e+00,2.819821e-01,9.426870e+01,9.913534e+00,1.037748e+00,8.180745e-01,1.051641e-02,-3.005717e+05,2.982795e+02,5.275514e+05
1.855000e+00,2.982262e+02,9.574110e+01,-4.599542e+00,2.823043e-01,9.437669e+01,9.998370e+00,1.041531e+00,8.302968e-01,1.051967e-02,-3.005701e+05,2.982032e+02,5.275513e+05
1.872000e+00,2.981463e+02,9.590508e+01,-4.604961e+00,2.827875e-01,9.453870e+01,1.012811e+01,1.047238e+00,8.490308e-01,1.057409e-02,-3.005684e+05,2.981279e+02,5.275513e+05
1.888000e+00,2.980663e+02,9.606905e+01,-4.606619e+00,2.832707e-01,9.470069e+01,1.026046e+01,1.052911e+00,8.675743e-01,1.067878e-02,-3.005669e+05,2.980571e+02,5.275513e+05
1.905000e+00,2.979865e+02,9.623296e+01,-4.604514e+00,2.837538e-01,9.486264e+01,1.039506e+01,1.058593e+00,8.862683e-01,1.075902e-02,-3.005653e+05,2.979819e+02,5.275513e+05
1.922000e+00,2.979069e+02,9.639680e+01,-4.598490e+00,2.842366e-01,9.502450e+01,1.053147e+01,1.064350e+00,9.058872e-01,1.082721e-02,-3.005636e+05,2.979069e+02,5.275513e+05
1.938000e+00,2.978539e+02,9.650594e+01,-4.592247e+00,2.845582e-01,9.513233e+01,1.062318e+01,1.068171e+00,9.190094e-01,1.090846e-02,-3.005621e+05,2.978355e+02,5.275513e+05
1.955000e+00,2.977746e+02,9.666953e+01,-4.579577e+00,2.850404e-01,9.529396e+01,1.076161e+01,1.073851e+00,9.384752e-01,1.106473e-02,-3.005605e+05,2.977609e+02,5.275513e+05
1.971000e+00,2.976957e+02,9.683293e+01,-4.562911e+00,2.855219e-01,9.545540e+01,1.090072e+01,1.079529e+00,9.583582e-01,1.120666e-02,-3.005589e+05,2.976911e+02,5.275513e+05
1.988000e+00,2.976172e+02,9.699607e+01,-4.541980e+00,2.860027e-01,9.561659e+01,1.103994e+01,1.085240e+00,9.799433e-01,1.150663e-02,-3.005573e+05,2.976172e+02,5.275513e+05
2.005000e+00,2.975650e+02,9.710466e+01,-4.525608e+00,2.863227e-01,9.572388e+01,1.113248e+01,1.088996e+00,9.941959e-01,1.176595e-02,-3.005556e+05,2.975424e+02,5.275513e+05
2.021000e+00,2.974873e+02,9.726727e+01,-4.497471e+00,2.868019e-01,9.588452e+01,1.127051e+01,1.094559e+00,1.015261e+00,1.213596e-02,-3.005541e+05,2.974738e+02,5.275513e+05
2.038000e+00,2.974101e+02,9.742952e+01,-4.465016e+00,2.872801e-01,9.604483e+01,1.140711e+01,1.100084e+00,1.036999e+00,1.254988e-02,-3.005524e+05,2.974012e+02,5.275513e+05
2.055000e+00,2.973336e+02,9.759134e+01,-4.428133e+00,2.877570e-01,9.620471e+01,1.154159e+01,1.105493e+00,1.059013e+00,1.315170e-02,-3.005508e+05,2.973291e+02,5.275513e+05
2.072000e+00,2.972577e+02,9.775273e+01,-4.386951e+00,2.882326e-01,9.636416e+01,1.167340e+01,1.110762e+00,1.079991e+00,1.376772e-02,-3.005491e+05,2.972577e+02,5.275513e+05
2.088000e+00,2.972076e+02,9.786008e+01,-4.357204e+00,2.885490e-01,9.647022e+01,1.175957e+01,1.114215e+00,1.093404e+00,1.415312e-02,-3.005475e+05,2.971901e+02,5.275513e+05
2.105000e+00,2.971330e+02,9.802073e+01,-4.309194e+00,2.890224e-01,9.662893e+01,1.188591e+01,1.119224e+00,1.113408e+00,1.488489e-02,-3.005459e+05,2.971201e+02,5.275513e+05
2.121000e+00,2.970593e+02,9.818089e+01,-4.257185e+00,2.894944e-01,9.678716e+01,1.200833e+01,1.124058e+00,1.132752e+00,1.575890e-02,-3.005443e+05,2.970550e+02,5.275513e+05
2.138000e+00,2.969865e+02,9.834057e+01,-4.201364e+00,2.899650e-01,9.694492e+01,1.212642e+01,1.128721e+00,1.151035e+00,1.664998e-02,-3.005426e+05,2.969865e+02,5.275513e+05
2.155000e+00,2.969385e+02,9.844675e+01,-4.162150e+00,2.902780e-01,9.704983e+01,1.220260e+01,1.131631e+00,1.162565e+00,1.732298e-02,-3.005410e+05,2.969177e+02,5.275513e+05
2.171000e+00,2.968674e+02,9.860559e+01,-4.100420e+00,2.907460e-01,9.720673e+01,1.231276e+01,1.135536e+00,1.179520e+00,1.891722e-02,-3.005394e+05,2.968551e+02,5.275513e+05
2.188000e+00,2.967973e+02,9.876382e+01,-4.035309e+00,2.912123e-01,9.736305e+01,1.241758e+01,1.138898e+00,1.195781e+00,2.078280e-02,-3.005377e+05,2.967892e+02,5.275513e+05
2.205000e+00,2.967284e+02,9.892146e+01,-3.967021e+00,2.916769e-01,9.751878e+01,1.251666e+01,1.142190e+00,1.210662e+00,2.270748e-02,-3.005360e+05,2.967244e+02,5.275513e+05
2.221000e+00,2.966830e+02,9.902625e+01,-3.919888e+00,2.919858e-01,9.762230e+01,1.257939e+01,1.144200e+00,1.219757e+00,2.420538e-02,-3.005344e+05,2.966634e+02,5.275513e+05
2.238000e+00,2.966160e+02,9.918291e+01,-3.846940e+00,2.924474e-01,9.777705e+01,1.266830e+01,1.146525e+00,1.232629e+00,2.697554e-02,-3.005328e+05,2.966006e+02,5.275512e+05
2.255000e+00,2.965502e+02,9.933897e+01,-3.771417e+00,2.929074e-01,9.793121e+01,1.275071e+01,1.148823e+00,1.244694e+00,2.971554e-02,-3.005311e+05,2.965389e+02,5.275512e+05
2.271000e+00,2.964856e+02,9.949448e+01,-3.693604e+00,2.933657e-01,9.808482e+01,1.282646e+01,1.151074e+00,1.254829e+00,3.244281e-02,-3.005295e+05,2.964819e+02,5.275512e+05
2.288000e+00,2.964224e+02,9.964944e+01,-3.613900e+00,2.938224e-01,9.823788e+01,1.289559e+01,1.152324e+00,1.263196e+00,3.593008e-02,-3.005278e+05,2.964224e+02,5.275512e+05
